"","ETHANE(SITE-LP_LakePark) PPBC","ETHYLENE(SITE-LP_LakePark) PPBC","PROPANE(SITE-LP_LakePark) PPBC","PROPYLENE(SITE-LP_LakePark) PPBC","ISO-BUTANE(SITE-LP_LakePark) PPBC","N-BUTANE(SITE-LP_LakePark) PPBC","ACETYLENE(SITE-LP_LakePark) PPBC","TRANS-2-BUTENE(SITE-LP_LakePark) PPBC","1-BUTENE(SITE-LP_LakePark) PPBC","CIS-2-BUTENE(SITE-LP_LakePark) PPBC","CYCLOPENTANE(SITE-LP_LakePark) PPBC","ISO-PENTANE(SITE-LP_LakePark) PPBC","N-PENTANE(SITE-LP_LakePark) PPBC","1,3-BUTADIENE(SITE-LP_LakePark) PPBC","TRANS-2-PENTENE(SITE-LP_LakePark) PPBC","1-PENTENE(SITE-LP_LakePark) PPBC","CIS-2-PENTENE(SITE-LP_LakePark) PPBC","2,2-DIMETHYLBUTANE(SITE-LP_LakePark) PPBC","2,3-DIMETHYLBUTANE(SITE-LP_LakePark) PPBC","2-METHYLPENTANE(SITE-LP_LakePark) PPBC","3-METHYLPENTANE(SITE-LP_LakePark) PPBC","ISOPRENE(SITE-LP_LakePark) PPBC","2-METHYL-1-PENTENE(SITE-LP_LakePark) PPBC","1-HEXENE(SITE-LP_LakePark) PPBC","N-HEXANE(SITE-LP_LakePark) PPBC","METHYLCYCLOPENTANE(SITE-LP_LakePark) PPBC","2,4-DIMETHYLPENTANE(SITE-LP_LakePark) PPBC","BENZENE(SITE-LP_LakePark) PPBC","CYCLOHEXANE(SITE-LP_LakePark) PPBC","2-METHYLHEXANE(SITE-LP_LakePark) PPBC","2,3-DIMETHYLPENTANE(SITE-LP_LakePark) PPBC","3-METHYLHEXANE(SITE-LP_LakePark) PPBC","2,2,4-TRIMETHYLPENTANE(SITE-LP_LakePark) PPBC","N-HEPTANE(SITE-LP_LakePark) PPBC","METHYLCYCLOHEXANE(SITE-LP_LakePark) PPBC","2,3,4-TRIMETHYLPENTANE(SITE-LP_LakePark) PPBC","TOLUENE(SITE-LP_LakePark) PPBC","2-METHYLHEPTANE(SITE-LP_LakePark) PPBC","3-METHYLHEPTANE(SITE-LP_LakePark) PPBC","N-OCTANE(SITE-LP_LakePark) PPBC","ETHYLBENZENE(SITE-LP_LakePark) PPBC","M&P-XYLENE(SITE-LP_LakePark) PPBC","STYRENE(SITE-LP_LakePark) PPBC","O-XYLENE(SITE-LP_LakePark) PPBC","N-NONANE(SITE-LP_LakePark) PPBC","ISO-PROPYLBENZENE(SITE-LP_LakePark) PPBC","ALPHA-PINENE(SITE-LP_LakePark) PPBC","N-PROPYLBENZENE(SITE-LP_LakePark) PPBC","M-ETHYLTOLUENE(SITE-LP_LakePark) PPBC","P-ETHYLTOLUENE(SITE-LP_LakePark) PPBC","1,3,5-TRI-M-BENZENE(SITE-LP_LakePark) PPBC","O-ETHYLTOLUENE(SITE-LP_LakePark) PPBC","BETA-PINENE(SITE-LP_LakePark) PPBC","1,2,4-TRI-M-BENZENE(SITE-LP_LakePark) PPBC","N-DECANE(SITE-LP_LakePark) PPBC","1,2,3-TRI-M-BENZENE(SITE-LP_LakePark) PPBC","M-DIETHYLBENZENE(SITE-LP_LakePark) PPBC","P-DIETHYLBENZENE(SITE-LP_LakePark) PPBC","N-UNDECANE(SITE-LP_LakePark) PPBC","N-DODECANE(SITE-LP_LakePark) PPBC","TNMHC(SITE-LP_LakePark) PPBC","TNMTC(SITE-LP_LakePark) PPBC"
"03/07/2026 22:00","1.4475","1.3844","1.2798","1.2578","1.439","1.5162","0","1.4142","1.4255","1.4548","1.4011","1.4158","1.4122","1.2681","1.3333","1.3746","1.32","1.4191","1.4097","1.4384","1.4292","0.9158","0","1.3756","1.3192","1.2724","1.3612","1.7654","1.3099","1.3021","1.32","1.3918","1.3381","1.4392","1.3242","1.3626","1.7602","1.4651","1.3296","1.3437","1.2782","0.6909","0.9331","1.2736","1.3202","1.3628","0.0466","1.2444","1.2259","1.1258","1.19","1.2243","0.0324","1.2702","1.2517","1.0969","0.0549","1.0374","1.2852","0.997","76.4409","72.4783"
"03/14/2026 22:00","1.4249","1.3296","1.2865","1.3327","1.4413","1.5129","0","1.4017","1.4062","1.4431","1.407","1.4019","1.4294","1.2307","1.3477","1.3779","1.3144","1.3945","1.3873","1.4156","1.4296","0.9167","0","1.3553","1.3443","1.2583","1.3417","1.7483","1.3176","1.3238","1.3869","1.4374","1.2816","1.44","1.3311","1.322","1.7104","1.3377","1.4044","1.3473","1.2549","0.6911","0.9616","1.249","1.3363","1.3359","0.075","1.2416","1.2287","1.1087","1.1829","1.206","0.0595","1.2706","1.2553","1.1164","0.0338","1.0255","1.2229","0.9982","75.8158","72.1736"
"03/21/2026 22:00","1.3846","1.374","1.2773","1.3214","1.4091","1.4912","0","1.4015","1.3902","1.4427","1.3752","1.3816","1.4193","1.2352","1.328","1.3641","1.2962","1.3949","1.3783","1.4111","1.4097","0.8959","0","1.3559","1.3467","1.204","1.2997","1.7578","1.3282","1.2354","1.2374","1.3355","1.3019","1.4177","1.3226","1.2955","1.6306","1.3202","1.4177","1.3554","1.2541","0.6591","0.959","1.2354","1.3112","1.3206","0","1.2227","1.2213","1.112","1.1698","1.2167","0.0505","1.2866","1.2428","1.0758","0.0675","1.0442","1.196","1.04","75.0554","71.229"
"03/28/2026 22:00","1.3859","1.3393","1.2338","1.243","1.343","1.46","0","1.3586","1.353","1.4224","1.3541","1.3397","1.3787","1.2092","1.2796","1.3163","1.2627","1.3569","1.3684","1.3863","1.3906","0.8754","0","1.3138","1.2919","1.2259","1.3136","1.7327","1.3055","1.2965","1.3168","1.3586","1.246","1.4344","1.2704","1.2766","1.6862","1.312","1.3417","1.3566","1.2265","0.6484","0.9875","1.2269","1.287","1.3025","0","1.1857","1.1743","1.0798","1.1433","1.1934","0.0275","1.2257","1.1887","1.0689","0.0567","1.0181","1.3063","1.0304","74.1708","70.1137"
"04/04/2026 22:00","1.3957","1.3793","1.2596","1.2557","1.3805","1.5031","0","1.3937","1.3795","1.4212","1.3654","1.3567","1.3871","1.2211","1.3241","1.3323","1.282","1.3871","1.3746","1.391","1.384","0.8978","0","1.3348","1.3035","1.2605","1.3057","1.7172","1.2573","1.2697","1.2675","1.361","1.2589","1.4054","1.2864","1.3459","1.6101","1.3228","1.3363","1.3184","1.2318","0.6583","0.9982","1.2302","1.3158","1.33","0.0143","1.2521","1.193","1.0967","1.1278","1.194","0.032","1.2434","1.2167","1.1588","0.0581","1.0432","1.2523","0.9717","74.7094","70.6513"
"04/11/2026 22:00","1.358","1.3557","1.2707","1.3411","1.3912","1.4594","0","1.3528","1.3859","1.42","1.3364","1.3547","1.3672","1.2163","1.3171","1.3309","1.2603","1.3732","1.3701","1.397","1.3787","0.8639","0","1.3183","1.2814","1.234","1.3162","1.7045","1.2818","1.278","1.3007","1.4191","1.2909","1.4096","1.2868","1.3001","1.6259","1.2772","1.2561","1.3186","1.3029","0.6408","1.0245","1.2585","1.2687","1.3102","0.0291","1.2028","1.2553","1.0892","1.1405","1.1916","0.0269","1.2368","1.2064","1.0985","0.0482","1.032","1.2251","0.9662","74.4769","70.354"
"04/22/2026 12:00","1.3432","1.4035","1.2668","1.2457","1.2695","1.2929","0","1.1903","1.2159","1.2599","1.2674","1.233","1.3276","1.0374","1.2492","1.2925","1.2256","1.2543","1.1683","1.275","0","0.8487","0.0119","0","0","1.2251","0","0.0193","0","1.246","0.0462","0","0","0","0","0","0","0","0","0","0","0.5755","0.15","0.0171","0","0","0.0249","0.0211","1.1108","0","0.0167","0.0191","0","0","0.0123","0","0","0.0251","0","0","70.1281","29.1878"
"04/25/2026 22:00","1.4821","1.4985","1.3792","1.3651","1.3451","1.4564","0","0","0","0","0","0","1.4364","1.1584","1.3679","0","1.3039","0.0164","0","1.3647","0","0.0282","0","0","1.2937","1.2832","1.3867","1.9257","1.3661","1.3206","1.3848","1.5028","1.3119","1.5386","1.4456","1.3178","1.5664","1.3722","1.3717","1.4528","1.3512","0.7456","1.035","1.3381","1.3869","1.4388","0.0939","1.3166","1.4458","1.2907","1.2811","1.3086","0.0563","1.3374","1.4138","1.2082","0.0741","1.3853","1.4199","1.4897","78.4855","60.4599"
"05/02/2026 22:00","1.4796","1.4468","1.3157","0","1.3182","1.4148","0","0","0","0","0","0","1.4291","1.1662","1.3501","0.0212","1.3296","0","0","1.3861","0","0.8912","0","0","1.286","1.2958","1.3815","1.8093","1.2565","1.3621","1.3881","1.3871","1.2981","1.5026","1.3827","1.3042","1.4659","1.3509","1.3591","1.3766","1.3185","0.6706","1.035","1.3075","1.3843","1.4327","0.114","1.3159","1.4297","1.2432","1.275","1.3252","0.0523","1.3063","1.3685","1.2259","0","1.3467","1.3902","1.3166","76.9738","58.6132"
"05/09/2026 22:00","1.4573","1.3647","1.3223","0","0","1.3695","0","0","0","0","1.2955","0","0","1.1079","0","0","0","0","1.2481","1.331","0","0","0","0","1.2299","1.2577","1.3171","2.0386","1.2194","1.3304","1.329","1.3664","1.211","1.4713","1.297","1.282","1.4579","1.3026","1.346","1.343","1.2979","0.6946","0.9972","1.278","1.3544","1.3671","0.0869","1.2953","1.3652","1.2023","1.2016","1.2699","0.0386","1.3105","1.3397","1.2215","0","1.2764","1.4187","1.2304","74.7055","53.5418"
"05/16/2026 22:00","1.4353","1.4072","1.3451","1.3485","1.3066","1.373","0","1.334","1.3014","1.3601","1.3402","1.3149","1.4132","1.1839","1.3247","1.3482","1.2902","1.3784","1.264","1.3692","1.3485","0.9115","0","1.2992","1.2306","1.2928","1.3291","1.762","1.2346","1.2526","1.3214","1.3086","1.369","1.4309","1.3535","1.3231","1.4825","1.318","1.3337","1.3505","1.3091","1.4026","0.9973","1.3012","1.3875","1.4001","0.0254","1.3054","1.4186","1.2699","1.2787","1.2963","0.0173","1.2837","1.3555","1.2277","1.368","1.3041","1.3841","1.1899","77.0386","74.2126"
"05/23/2026 22:00","1.4432","1.4098","1.3128","1.3086","1.3483","1.3845","0","1.3231","1.2838","1.3541","1.3645","1.3184","1.4316","1.1442","1.297","1.3467","1.2978","1.3851","1.2894","1.3755","1.3988","0.9375","0","0","1.3581","1.3105","1.428","1.8324","1.3832","1.3682","1.4653","1.5261","1.2579","1.4873","1.3597","1.3673","1.5939","1.3492","1.3805","1.4092","1.315","0.7005","1.0672","1.3467","1.4321","1.4257","0.3919","1.3026","1.5481","1.3535","1.2851","1.3405","0.2657","1.3072","1.3968","1.3373","0.1719","1.3191","1.417","1.458","82.5987","73.8134"
"05/30/2026 22:00","1.3289","1.3162","1.2978","0","1.2702","1.3609","0","1.299","1.278","1.3156","1.3423","1.2942","1.3988","1.1322","1.296","1.3411","1.2776","1.3643","1.2744","1.393","1.3843","0.9055","0","0","1.3562","1.2954","1.3976","1.8903","1.4176","1.4234","1.3925","1.4465","1.2917","1.4956","1.4092","1.342","1.4898","1.3826","1.4496","1.4185","1.3092","0.6803","1.0223","1.3098","1.3941","1.4125","0.2799","1.3304","1.5133","1.3059","1.2626","1.3119","0.1396","1.334","1.3853","1.2847","0.1962","1.4183","1.4824","1.361","78.6182","71.5025"
"06/06/2026 22:00","1.3561","1.307","1.3405","0","1.2882","1.3479","0","1.2788","1.2744","1.3255","1.3305","1.2652","1.3946","1.1222","1.2886","1.3227","1.2724","1.3397","1.2736","1.3877","1.3417","0.8826","0","0","1.3539","1.289","1.3445","1.6463","1.2719","1.3121","1.3719","1.3956","1.3022","1.5215","1.3533","1.3269","1.5366","1.3686","1.3344","1.3906","1.3436","0.7192","1.0066","1.2812","1.4057","1.4205","0.2894","1.3614","1.5013","1.3241","1.2935","1.3259","0.1321","1.4152","1.3826","1.2952","0","1.4327","1.4162","1.3018","77.6795","70.5074"
"06/13/2026 22:00","1.3369","1.2966","1.3002","0","1.3008","1.3573","0","1.2832","1.2554","1.3239","1.3379","1.2688","1.4028","1.1246","1.29","1.3327","1.2826","1.3717","1.3084","1.4226","1.3984","0.8738","0","0","1.3173","1.348","1.3723","2.1288","1.2484","1.323","1.4045","1.442","1.3212","1.4708","1.3271","1.3121","1.5199","1.3807","1.3884","1.4585","1.3294","0.6926","1.0186","1.3129","1.3845","1.4393","0.2191","1.3228","1.4471","1.2587","1.2676","1.2952","0.0682","1.3591","1.3853","1.2529","0","1.3834","1.4069","1.3506","77.1855","70.8258"
"06/20/2026 22:00","1.3849","1.315","1.2632","1.2998","1.2702","1.3637","0","1.262","1.2349","1.3164","1.3215","1.2768","1.3673","1.1426","1.3056","1.3126","1.2636","1.3401","1.2594","1.3587","1.3697","0.878","0.0148","0","1.3321","1.2847","1.4088","2.1567","1.2886","1.2878","1.3937","1.4018","1.2746","1.5061","1.3919","1.2999","1.5203","1.3989","1.3921","1.3774","1.2985","0.6794","1.012","1.3218","1.4016","1.4564","0.3863","1.3189","1.478","1.2921","1.309","1.2538","0.0979","1.3206","1.3754","1.2406","0.2428","1.3723","1.396","1.268","77.2983","72.1576"
"06/22/2026 15:00","1.2491","1.1933","1.2149","1.1664","1.2057","1.2111","0","1.1684","1.1348","1.2007","1.2277","1.1969","1.2588","1.0583","1.1722","1.2079","1.1668","1.2435","1.1566","1.2451","1.2453","0.7989","0","0","1.214","1.2305","1.2785","1.7011","1.1507","1.2148","1.2954","1.3008","1.1876","1.3614","1.215","1.2008","1.3855","1.2515","1.2725","1.2453","1.1824","0.6289","0.9163","1.1892","1.2624","1.3024","0.2325","1.1925","1.4042","1.1571","1.1148","1.2109","0.0658","1.1835","1.2602","1.1338","0.1505","1.2364","1.3137","1.2263","70.7977","65.5916"
"06/27/2026 22:00","1.3233","1.2702","1.2904","1.3186","1.3409","1.3671","0","1.2864","1.2762","1.3184","1.3485","1.3453","1.3897","1.1444","1.2972","1.3247","1.2784","1.3477","1.2798","1.3869","1.3757","0.8876","0","0","1.3537","1.2896","1.3515","1.913","1.2626","1.3362","1.3803","1.4014","1.2595","1.5428","1.3748","1.3074","1.5286","1.3461","1.3855","1.4234","1.3523","0.7188","1.0144","1.3131","1.416","1.4222","0.282","1.3119","1.5131","1.321","1.2874","1.3271","0.0592","1.3358","1.3618","1.2249","0.1923","1.3608","1.4242","1.3012","77.2729","72.1933"
"07/04/2026 22:00","1.3729","1.2726","1.3439","1.3122","1.2744","1.3711","0","1.2912","1.2419","1.3371","1.3663","1.269","1.404","1.1304","1.3148","1.3289","1.2656","1.41","1.268","1.3711","1.3471","0.8959","0","0","1.3529","1.2896","1.4181","2.2785","1.3515","1.3255","1.4075","1.4822","1.3944","1.4632","1.3438","1.357","1.5607","1.3577","1.3686","1.41","1.349","0.6817","0.9936","1.3193","1.3927","1.404","0.4525","1.3181","1.5446","1.3432","1.3298","1.323","0.0643","1.3523","1.3849","1.3028","0.2364","1.3354","1.43","1.4061","78.3749","73.3133"
"07/11/2026 22:00","1.3317","1.2596","1.2628","1.2449","1.3154","1.3513","0","1.2708","1.251","0","1.3339","1.3002","1.3751","1.118","1.288","1.3365","1.2778","1.3619","1.2798","1.3465","1.3623","0.8674","0","0","1.2719","1.2733","1.3622","2.1703","1.3323","1.3568","1.3678","1.408","1.3276","1.5201","1.3684","1.3088","1.6116","1.3288","1.3923","1.3832","1.3294","0.7005","1.0474","1.2989","1.3981","1.4385","0.3053","1.321","1.4696","1.3115","1.2628","1.3465","0.0728","1.3476","1.3678","1.2688","0.2109","1.3379","1.4096","1.3548","77.0372","70.918"
