"","ETHANE(SITE-LP_LakePark) PPBC","ETHYLENE(SITE-LP_LakePark) PPBC","PROPANE(SITE-LP_LakePark) PPBC","PROPYLENE(SITE-LP_LakePark) PPBC","ISO-BUTANE(SITE-LP_LakePark) PPBC","N-BUTANE(SITE-LP_LakePark) PPBC","ACETYLENE(SITE-LP_LakePark) PPBC","TRANS-2-BUTENE(SITE-LP_LakePark) PPBC","1-BUTENE(SITE-LP_LakePark) PPBC","CIS-2-BUTENE(SITE-LP_LakePark) PPBC","CYCLOPENTANE(SITE-LP_LakePark) PPBC","ISO-PENTANE(SITE-LP_LakePark) PPBC","N-PENTANE(SITE-LP_LakePark) PPBC","1,3-BUTADIENE(SITE-LP_LakePark) PPBC","TRANS-2-PENTENE(SITE-LP_LakePark) PPBC","1-PENTENE(SITE-LP_LakePark) PPBC","CIS-2-PENTENE(SITE-LP_LakePark) PPBC","2,2-DIMETHYLBUTANE(SITE-LP_LakePark) PPBC","2,3-DIMETHYLBUTANE(SITE-LP_LakePark) PPBC","2-METHYLPENTANE(SITE-LP_LakePark) PPBC","3-METHYLPENTANE(SITE-LP_LakePark) PPBC","ISOPRENE(SITE-LP_LakePark) PPBC","2-METHYL-1-PENTENE(SITE-LP_LakePark) PPBC","1-HEXENE(SITE-LP_LakePark) PPBC","N-HEXANE(SITE-LP_LakePark) PPBC","METHYLCYCLOPENTANE(SITE-LP_LakePark) PPBC","2,4-DIMETHYLPENTANE(SITE-LP_LakePark) PPBC","BENZENE(SITE-LP_LakePark) PPBC","CYCLOHEXANE(SITE-LP_LakePark) PPBC","2-METHYLHEXANE(SITE-LP_LakePark) PPBC","2,3-DIMETHYLPENTANE(SITE-LP_LakePark) PPBC","3-METHYLHEXANE(SITE-LP_LakePark) PPBC","2,2,4-TRIMETHYLPENTANE(SITE-LP_LakePark) PPBC","N-HEPTANE(SITE-LP_LakePark) PPBC","METHYLCYCLOHEXANE(SITE-LP_LakePark) PPBC","2,3,4-TRIMETHYLPENTANE(SITE-LP_LakePark) PPBC","TOLUENE(SITE-LP_LakePark) PPBC","2-METHYLHEPTANE(SITE-LP_LakePark) PPBC","3-METHYLHEPTANE(SITE-LP_LakePark) PPBC","N-OCTANE(SITE-LP_LakePark) PPBC","ETHYLBENZENE(SITE-LP_LakePark) PPBC","M&P-XYLENE(SITE-LP_LakePark) PPBC","STYRENE(SITE-LP_LakePark) PPBC","O-XYLENE(SITE-LP_LakePark) PPBC","N-NONANE(SITE-LP_LakePark) PPBC","ISO-PROPYLBENZENE(SITE-LP_LakePark) PPBC","ALPHA-PINENE(SITE-LP_LakePark) PPBC","N-PROPYLBENZENE(SITE-LP_LakePark) PPBC","M-ETHYLTOLUENE(SITE-LP_LakePark) PPBC","P-ETHYLTOLUENE(SITE-LP_LakePark) PPBC","1,3,5-TRI-M-BENZENE(SITE-LP_LakePark) PPBC","O-ETHYLTOLUENE(SITE-LP_LakePark) PPBC","BETA-PINENE(SITE-LP_LakePark) PPBC","1,2,4-TRI-M-BENZENE(SITE-LP_LakePark) PPBC","N-DECANE(SITE-LP_LakePark) PPBC","1,2,3-TRI-M-BENZENE(SITE-LP_LakePark) PPBC","M-DIETHYLBENZENE(SITE-LP_LakePark) PPBC","P-DIETHYLBENZENE(SITE-LP_LakePark) PPBC","N-UNDECANE(SITE-LP_LakePark) PPBC","N-DODECANE(SITE-LP_LakePark) PPBC","TNMHC(SITE-LP_LakePark) PPBC","TNMTC(SITE-LP_LakePark) PPBC"
"03/21/2026 21:00","5.876","0","6.1868","0","0","6.4971","5.9438","0","0","0","0","0","6.4161","5.7986","0","0","0","0","0.0306","6.1825","0.0644","0.0092","0","5.985","6.0599","0","0","5.7813","0","0","0","0","0","0","0","0","5.8096","0","0","0.0856","0.0263","5.3162","0","0.0501","0.0231","0","0","4.9447","0","0","0","0.0147","0.0872","4.3278","0.0352","0.0529","0","3.471","0.0211","0.0064","87.2604","85.1032"
"03/28/2026 21:00","5.766","0","6.0528","0","0","6.2857","5.8627","0","0","0.0144","0","0","6.249","5.6441","0","0","0","0","0","6.0012","0.0743","0","0","5.7952","5.8734","0","0","5.7648","0","0","0","0.0181","0","0","0","0","5.6671","0","0","0.0416","0","5.288","0","0.0452","0.0629","0","0","4.8607","0","0","0.0145","0.0221","0.0358","4.1622","0.0346","0.08","0","3.4816","0.0438","0.0167","85.3377","83.2585"
"04/04/2026 21:00","5.5811","0","6.1322","0","0","6.3771","5.788","0","0","0","0","0","6.353","5.6913","0","0","0","0","0","6.0704","0.0694","0.009","0","5.8272","5.9556","0","0","5.7499","0","0","0","0","0","0.0308","0","0","5.6985","0","0","0.0426","0.0543","5.2036","0","0.0466","0.0456","0","0.044","4.8394","0","0","0.0207","0.0428","0.041","4.1218","0","0.0573","0.0281","3.4336","0.0364","0.0273","85.6651","83.4186"
"04/11/2026 21:00","5.5798","0","6.2215","0","0","6.4197","5.7884","0","0","0","0","0","6.2841","5.6628","0","0","0","0","0.0347","6.0628","0.0757","0","0","5.8138","5.8728","0","0","5.7085","0","0","0","0","0","0.0358","0","0","5.7041","0","0","0.032","0.0366","5.2697","0.0076","0.0529","0.038","0","0.0293","4.8482","0","0","0","0.0231","0","4.2322","0.0326","0.0645","0","3.5652","0.043","0","85.8141","83.5394"
"04/22/2026 11:00","5.4031","0.2018","5.7367","0","0","5.8563","3.4284","0","0","0.0655","0","0","0.0152","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0211","0","0","0","0","0","0","0","0","0.0494","0","0","0.075","0","0","0","0.0316","0","0","0","0","0","0","0","0","0","0","0.0601","0","0.031","74.9792","20.9752"
"04/25/2026 21:00","5.9064","0.165","6.397","0","0","6.3904","3.7708","0","0","0","0","0","6.4359","5.6957","0","0","0","0","0","6.0175","0","0","0","0","4.3248","0","0","6.4199","0","0","0","0.2075","0","0","0","0","6.0794","0","0","0.0423","0.0229","5.725","0","0.0229","0.0621","0","0.0752","5.4514","0","0","0","0","0.0371","4.9507","0.072","0.032","0","4.7572","0.0547","0.121","83.8114","79.2368"
"05/02/2026 21:00","5.9581","0.0155","6.3057","0","0","6.3704","3.7929","0","0","0","0","0","6.41","5.6481","0","0","0","0","0","6.0858","0","0","0","0","5.2855","0","0","6.5395","0","0","0","0.2063","0","0.0519","0","0","6.082","0","0","0.0794","0.022","5.6675","0","0.0657","0.0313","0","0.0722","5.4002","0.0451","0.0224","0","0.0297","0.0129","4.8972","0.0687","0","0.0825","4.8021","0.054","0.1086","83.6794","80.2132"
"05/09/2026 21:00","5.7375","0","6.0774","0","0","6.1218","3.6203","0","0","0","0","0","0","0","0.0134","0","0.0073","0","0","0.0219","0","0","0","0","3.8993","0","0","6.2654","0","0","0.0269","0.2287","0","0","0","0","5.7918","0","0","0.0572","0","5.4652","0","0.0474","0.0444","0","0.1685","5.2213","0","0","0","0.0189","0.0334","4.7682","0.0664","0.0565","0","4.5675","0.0605","0.0715","80.0822","58.4586"
"05/16/2026 21:00","5.8682","0.0557","6.2493","0","0","6.3147","3.7243","0","0","0.0397","0","0.0214","6.3737","5.5376","0","0","0","0","0","5.9845","0.0626","0","0","5.764","5.1125","0.0113","0","6.111","0.0079","0","0","0.2235","0","0.0291","0","0","5.997","0","0","0.0501","0","5.6825","0","0.0439","0.0469","0","0.0787","5.4554","0.0128","0","0","0.0138","0","4.9011","0.0755","0","0.022","4.8056","0.0597","0.0945","88.4904","84.8305"
"05/23/2026 21:00","5.8452","0.0579","6.2267","0","0","6.3204","3.5988","0","0","0","0","0.0393","6.4691","5.5618","0","0","0","0","0.023","6.0797","0.0475","0","0","0","5.1839","0.0447","0","6.283","0","0","0.0676","0.3039","0","0.0649","0","0","6.1121","0","0","0.0878","0","5.7506","0","0.0666","0.0942","0","0.3686","5.4395","0.1128","0.0136","0","0.0305","0.227","4.9126","0.047","0.1565","0.2929","4.8437","0.0808","0.2626","89.282","81.1168"
"05/30/2026 21:00","5.7106","0","6.1897","0","0","6.2868","3.423","0","0","0","0","0","6.3725","5.4538","0","0","0","0","0","6.035","0.0607","0","0","0","5.8963","0","0","6.1495","0","0","0.1142","0.281","0","0.0113","0","0","6.0451","0","0","0.0493","0","5.63","0","0.0486","0.073","0","0.2513","5.3539","0.0921","0","0","0.0359","0.0973","4.8862","0.0462","0","0.2105","4.8147","0.0703","0.1431","84.2236","79.8319"
"06/06/2026 21:00","5.7194","0.0775","6.2129","0","0","6.2922","3.4598","0","0","0","0","0","6.396","5.4342","0","0","0","0","0.0182","6.0379","0.0625","0","0","0","5.1975","0.0264","0","6.4791","0","0","0.0482","0.2569","0","0.035","0","0","6.1136","0","0","0.0505","0.0282","5.6254","0","0.0495","0.0515","0.0054","0.3245","5.3805","0.0781","0","0","0.0468","0.0608","4.8806","0.0569","0.0445","0.1649","4.7318","0.0752","0.0944","83.8789","79.6168"
"06/13/2026 21:00","5.6525","0.0919","6.2311","0","0","6.2189","3.3673","0","0","0","0","0.0234","6.3623","5.4574","0","0","0","0","0.0262","6.0371","0.0695","0","0","0","5.7693","0","0","6.1583","0","0","0.0375","0.2787","0","0.0476","0","0","6.0528","0","0","0.0649","0.0369","5.6749","0","0.047","0.0522","0","0.1983","5.4032","0.0998","0","0.0254","0.0728","0.0909","4.8501","0.0383","0.0515","0.1736","4.7763","0.059","0.0517","83.4072","79.6486"
"06/20/2026 21:00","5.6844","0.0775","6.1857","0","0","6.1758","3.3094","0","0.023","0.0112","0","0.0188","6.3309","5.3667","0","0","0","0","0","5.9804","0.0651","0","0","0","4.7976","0","0","6.496","0","0","0.0901","0.2896","0","0","0","0","6.0124","0","0","0.0559","0","5.5646","0","0.0792","0.0676","0","0.2754","5.3531","0.1371","0.015","0","0.0262","0.0839","4.8431","0.0416","0.0567","0.2494","4.6844","0.0606","0.0973","83.5344","78.6057"
"06/22/2026 14:00","5.1869","0","5.6203","0","0","5.5718","3.0288","0","0","0","0","0","5.7659","4.8977","0","0","0","0","0","5.4526","0.0561","0","0","0","4.6504","0.0206","0.0565","5.5209","0","0","0","0.2843","0","0.0548","0","0","5.518","0","0","0.0701","0","5.1243","0","0.0097","0.0643","0","0.2018","4.8978","0.1045","0.0297","0.0229","0.0317","0.0682","4.4108","0.027","0.048","0.1286","4.2789","0.0754","0.106","75.7275","71.3853"
"06/27/2026 21:00","5.7525","0.0961","6.1829","0","0","6.2293","3.281","0","0","0","0","0","6.3919","5.3992","0","0","0","0","0","6.0919","0.0669","0","0","0","5.1389","0","0","6.5184","0","0","0.0625","0.3649","0","0.0647","0","0","6.0913","0","0","0.0668","0.0357","5.6803","0","0.0616","0.0598","0","0.2334","5.4317","0.0699","0","0","0.0359","0.0456","4.8639","0.0478","0.0462","0.1501","4.7141","0.0703","0.068","83.911","79.4135"
"07/04/2026 21:00","5.7448","0.0483","6.286","0","0","6.3078","3.1772","0","0","0","0","0.011","6.3749","5.3845","0","0.0188","0","0","0","6.0407","0.0459","0","0","0.7452","5.2379","0.041","0","6.1375","0","0","0.094","0.4521","0","0.0402","0","0","6.1206","0","0.048","0.0744","0.0297","5.6885","0","0.0491","0.0709","0","0.2766","5.3634","0.0548","0","0","0.0746","0.0447","4.8942","0.0526","0.0818","0.2432","4.7215","0.0678","0.1018","85.7031","80.246"
"07/11/2026 21:00","5.6834","0.0661","6.2694","0","0","6.168","3.2043","0","0","0","0","0","6.3555","5.3108","0","0","0","0","0","5.9938","0.0609","0","0","0.9265","5.3276","0","0","6.1532","0","0","0.0478","0.3354","0","0.061","0","0","6.1154","0","0","0.086","0.028","5.6524","0","0.0676","0.0519","0","0.1763","5.389","0.0221","0","0.0138","0.0161","0.0355","4.8503","0.0829","0.0839","0.1987","4.7227","0.1099","0.0486","84.8209","79.7148"
